site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P396 07MAR11 2007.1896 54170 1418 0 -123.8  -1795 -0.408844   5019342  0.169912    54  0.547923  0.0083 0.000889 0.001263 0.004212  0.048094  0.043030 -0.191522  45.3095132262 -123.8228956642    54.54792
P396 07MAR12 2007.1923 54171 1418 1 -123.8  -1795 -0.405326   5019342  0.171950    54  0.551228  0.0083 0.000865 0.001219 0.004009  0.092282  0.019680 -0.131207  45.3095132442 -123.8228956198    54.55123
P396 07MAR13 2007.1951 54172 1418 2 -123.8  -1795 -0.404751   5019342  0.173574    54  0.564835  0.0083 0.000841 0.001195 0.003824  0.104383 -0.009615 -0.118484  45.3095132584 -123.8228956130    54.56483
P396 07MAR14 2007.1978 54173 1418 3 -123.8  -1795 -0.403816   5019342  0.173728    54  0.558124  0.0083 0.000846 0.001186 0.003808  0.128659 -0.009855 -0.069156  45.3095132595 -123.8228956015    54.55812
P396 07MAR15 2007.2005 54174 1418 4 -123.8  -1795 -0.403662   5019342  0.173665    54  0.562971  0.0083 0.000850 0.001218 0.003884  0.147397  0.007433 -0.141329  45.3095132586 -123.8228956000    54.56297
P396 07MAR16 2007.2033 54175 1418 5 -123.8  -1795 -0.401618   5019342  0.175234    54  0.564031  0.0083 0.000854 0.001215 0.003890  0.161301  0.022637 -0.096912  45.3095132723 -123.8228955744    54.56403
P396 07MAR17 2007.2060 54176 1418 6 -123.8  -1795 -0.401895   5019342  0.174830    54  0.561771  0.0083 0.000832 0.001175 0.003683  0.120950  0.013420 -0.097980  45.3095132683 -123.8228955784    54.56177
P396 07MAR18 2007.2088 54177 1419 0 -123.8  -1795 -0.404118   5019342  0.174496    54  0.553840  0.0083 0.000840 0.001194 0.003777  0.108064 -0.017062 -0.106282  45.3095132650 -123.8228956072    54.55384
P396 07MAR19 2007.2115 54178 1419 1 -123.8  -1795 -0.404935   5019342  0.172193    54  0.567307  0.0083 0.000823 0.001192 0.003761  0.128714  0.019178 -0.076598  45.3095132439 -123.8228956181    54.56731
P396 07MAR20 2007.2142 54179 1419 2 -123.8  -1795 -0.404751   5019342  0.171348    54  0.567276  0.0083 0.000882 0.001268 0.003992  0.138220  0.039342 -0.120469  45.3095132360 -123.8228956162    54.56728
P396 07MAR21 2007.2170 54180 1419 3 -123.8  -1795 -0.402034   5019342  0.173005    54  0.565646  0.0083 0.000831 0.001217 0.003649  0.139858  0.019584 -0.089028  45.3095132505 -123.8228955820    54.56565
P396 07MAR22 2007.2197 54181 1419 4 -123.8  -1795 -0.404839   5019342  0.173056    54  0.565947  0.0083 0.000839 0.001212 0.003891  0.087545  0.070817 -0.107048  45.3095132507 -123.8228956183    54.56595
P396 07MAR23 2007.2225 54182 1419 5 -123.8  -1795 -0.402508   5019342  0.173151    54  0.560351  0.0083 0.000835 0.001220 0.003881  0.110767  0.047742 -0.145127  45.3095132512 -123.8228955890    54.56035
P396 07MAR24 2007.2252 54183 1419 6 -123.8  -1795 -0.404473   5019342  0.173089    54  0.557387  0.0083 0.000848 0.001216 0.003891  0.072182  0.058252 -0.143329  45.3095132503 -123.8228956146    54.55739
P396 07MAR25 2007.2279 54184 1420 0 -123.8  -1795 -0.403984   5019342  0.173213    54  0.565307  0.0083 0.000837 0.001218 0.003869  0.104602  0.032036 -0.126292  45.3095132510 -123.8228956088    54.56531
P396 07MAR26 2007.2307 54185 1420 1 -123.8  -1795 -0.404835   5019342  0.173971    54  0.566324  0.0083 0.000815 0.001187 0.003704  0.107737  0.059262 -0.119988  45.3095132575 -123.8228956201    54.56632
P396 07MAR27 2007.2334 54186 1420 2 -123.8  -1795 -0.404201   5019342  0.172678    54  0.559146  0.0083 0.000853 0.001228 0.003851  0.074452  0.007442 -0.071451  45.3095132455 -123.8228956125    54.55915
P396 07MAR28 2007.2361 54187 1420 3 -123.8  -1795 -0.403444   5019342  0.175003    54  0.561846  0.0083 0.000813 0.001189 0.003652  0.105061  0.067806 -0.090177  45.3095132661 -123.8228956033    54.56185
P396 07MAR29 2007.2389 54188 1420 4 -123.8  -1795 -0.403447   5019342  0.174328    54  0.559578  0.0083 0.000834 0.001173 0.003694  0.129929  0.033682 -0.082610  45.3095132597 -123.8228956038    54.55958
P396 07MAR30 2007.2416 54189 1420 5 -123.8  -1795 -0.404243   5019342  0.175684    54  0.560667  0.0083 0.000848 0.001191 0.003812  0.121559  0.017283 -0.104232  45.3095132715 -123.8228956144    54.56067
P396 07MAR31 2007.2444 54190 1420 6 -123.8  -1795 -0.403775   5019342  0.175178    54  0.559101  0.0083 0.000841 0.001197 0.003796  0.101887  0.024106 -0.099886  45.3095132666 -123.8228956089    54.55910
P396 07APR01 2007.2471 54191 1421 0 -123.8  -1795 -0.404221   5019342  0.173638    54  0.569855  0.0083 0.001276 0.001993 0.005619  0.193297  0.056950 -0.134405  45.3095132524 -123.8228956151    54.56985
P396 07APR10 2007.2717 54200 1422 2 -123.8  -1795 -0.405881   5019342  0.179156    54  0.568100  0.0083 0.001480 0.001941 0.006858  0.202351  0.024774  0.044068  45.3095132990 -123.8228956404    54.56810
P396 07APR11 2007.2745 54201 1422 3 -123.8  -1795 -0.406416   5019342  0.176764    54  0.566670  0.0083 0.000846 0.001219 0.003749  0.096050  0.067862 -0.088053  45.3095132771 -123.8228956477    54.56667
P396 07APR12 2007.2772 54202 1422 4 -123.8  -1795 -0.404041   5019342  0.175602    54  0.561834  0.0083 0.000810 0.001187 0.003678  0.119714  0.088808 -0.092703  45.3095132663 -123.8228956179    54.56183
P396 07APR13 2007.2799 54203 1422 5 -123.8  -1795 -0.409408   5019342  0.173327    54  0.557347  0.0083 0.003011 0.003479 0.016715 -0.241400  0.316828 -0.331893  45.3095132455 -123.8228956868    54.55735
P396 07APR15 2007.2854 54205 1423 0 -123.8  -1795 -0.406136   5019342  0.172884    54  0.561634  0.0083 0.002678 0.003488 0.014440 -0.197075  0.389392 -0.344714  45.3095132408 -123.8228956460    54.56163
P396 07APR20 2007.2991 54210 1423 5 -123.8  -1795 -0.402085   5019342  0.175387    54  0.572677  0.0083 0.002646 0.002779 0.012410 -0.311944  0.473733 -0.117805  45.3095132616 -123.8228955967    54.57268
P396 07APR21 2007.3018 54211 1423 6 -123.8  -1795 -0.407939   5019342  0.176424    54  0.592381  0.0083 0.003324 0.003422 0.015865 -0.305320  0.530846 -0.166593  45.3095132706 -123.8228956718    54.59238
P396 07APR22 2007.3046 54212 1424 0 -123.8  -1795 -0.405364   5019342  0.171972    54  0.571462  0.0083 0.002790 0.003202 0.014621 -0.313039  0.556423 -0.238105  45.3095132302 -123.8228956394    54.57146
P396 07APR23 2007.3073 54213 1424 1 -123.8  -1795 -0.404377   5019342  0.174884    54  0.551068  0.0083 0.002337 0.002626 0.011227 -0.306043  0.401993 -0.198224  45.3095132560 -123.8228956273    54.55107
P396 07APR25 2007.3128 54215 1424 3 -123.8  -1795 -0.405688   5019342  0.175574    54  0.570284  0.0083 0.002880 0.003353 0.014150 -0.366697  0.375024 -0.339943  45.3095132615 -123.8228956450    54.57028
P396 07APR26 2007.3155 54216 1424 4 -123.8  -1795 -0.405717   5019342  0.172144    54  0.580897  0.0083 0.003498 0.004827 0.019328 -0.288183  0.392560 -0.390860  45.3095132303 -123.8228956458    54.58090
P396 07APR28 2007.3210 54218 1424 6 -123.8  -1795 -0.405193   5019342  0.172200    54  0.574376  0.0083 0.002589 0.003274 0.013673 -0.373575  0.322952 -0.375102  45.3095132301 -123.8228956400    54.57438
P396 07APR29 2007.3238 54219 1425 0 -123.8  -1795 -0.406247   5019342  0.176574    54  0.568087  0.0083 0.002995 0.003361 0.015922 -0.226101  0.436018 -0.238071  45.3095132691 -123.8228956540    54.56809
P396 07APR30 2007.3265 54220 1425 1 -123.8  -1795 -0.402139   5019342  0.174810    54  0.569293  0.0083 0.002981 0.003307 0.014969 -0.321170  0.479479 -0.234201  45.3095132529 -123.8228956021    54.56929
P396 07MAY01 2007.3292 54221 1425 2 -123.8  -1795 -0.407232   5019342  0.176261    54  0.554416  0.0083 0.003625 0.003921 0.019400 -0.308534  0.571204 -0.290100  45.3095132656 -123.8228956675    54.55442
P396 07MAY02 2007.3320 54222 1425 3 -123.8  -1795 -0.403567   5019342  0.174711    54  0.553625  0.0083 0.002729 0.003045 0.013166 -0.312925  0.500582 -0.054939  45.3095132513 -123.8228956212    54.55363
P396 07MAY03 2007.3347 54223 1425 4 -123.8  -1795 -0.404998   5019342  0.173917    54  0.564864  0.0083 0.002545 0.003031 0.012648 -0.309933  0.365556 -0.167803  45.3095132439 -123.8228956399    54.56486
P396 07MAY04 2007.3374 54224 1425 5 -123.8  -1795 -0.404988   5019342  0.177630    54  0.557941  0.0083 0.003585 0.004841 0.016911 -0.491014  0.338204 -0.312191  45.3095132769 -123.8228956403    54.55794
P396 07MAY05 2007.3402 54225 1425 6 -123.8  -1795 -0.400172   5019342  0.173899    54  0.563454  0.0083 0.003747 0.003760 0.017998 -0.303610  0.594684 -0.270567  45.3095132430 -123.8228955793    54.56345
P396 07MAY06 2007.3429 54226 1426 0 -123.8  -1795 -0.405815   5019342  0.172783    54  0.566007  0.0083 0.003102 0.004277 0.015675 -0.282916  0.255731 -0.273605  45.3095132326 -123.8228956517    54.56601
P396 07MAY07 2007.3457 54227 1426 1 -123.8  -1795 -0.403880   5019342  0.173364    54  0.558969  0.0083 0.002428 0.003143 0.012575 -0.300008  0.412975 -0.221225  45.3095132375 -123.8228956275    54.55897
P396 07MAY08 2007.3484 54228 1426 2 -123.8  -1795 -0.408705   5019342  0.179503    54  0.558629  0.0083 0.001304 0.002062 0.006698 -0.028765  0.040550 -0.117456  45.3095132924 -123.8228956895    54.55863
P396 07MAY09 2007.3511 54229 1426 3 -123.8  -1795 -0.408005   5019342  0.180753    54  0.562694  0.0083 0.000816 0.001200 0.003831  0.103764  0.044263 -0.129770  45.3095133033 -123.8228956811    54.56269
P396 07MAY10 2007.3539 54230 1426 4 -123.8  -1795 -0.409248   5019342  0.181951    54  0.560639  0.0083 0.000866 0.001225 0.003966  0.077738  0.004571 -0.044114  45.3095133137 -123.8228956974    54.56064
P396 07MAY11 2007.3566 54231 1426 5 -123.8  -1795 -0.406628   5019342  0.181149    54  0.559393  0.0083 0.000848 0.001222 0.003925  0.102809  0.046860 -0.055110  45.3095133062 -123.8228956644    54.55939
P396 07MAY12 2007.3593 54232 1426 6 -123.8  -1795 -0.407700   5019342  0.180877    54  0.557733  0.0083 0.000808 0.001179 0.003723  0.131172  0.035696 -0.114673  45.3095133034 -123.8228956786    54.55773
P396 07MAY13 2007.3621 54233 1427 0 -123.8  -1795 -0.407436   5019342  0.180871    54  0.559829  0.0083 0.000808 0.001214 0.003775  0.126791  0.069803 -0.149010  45.3095133030 -123.8228956757    54.55983
P396 07MAY14 2007.3648 54234 1427 1 -123.8  -1795 -0.407619   5019342  0.181684    54  0.556935  0.0083 0.000820 0.001234 0.003859  0.135567  0.081697 -0.136764  45.3095133099 -123.8228956785    54.55694
P396 07MAY15 2007.3676 54235 1427 2 -123.8  -1795 -0.408425   5019342  0.181143    54  0.557494  0.0083 0.000814 0.001206 0.003793  0.120949  0.049205 -0.125247  45.3095133047 -123.8228956892    54.55749
P396 07MAY16 2007.3703 54236 1427 3 -123.8  -1795 -0.408556   5019342  0.180420    54  0.555145  0.0083 0.000841 0.001209 0.003839  0.103260  0.007410 -0.106538  45.3095132979 -123.8228956914    54.55514
P396 07MAY17 2007.3730 54237 1427 4 -123.8  -1795 -0.408581   5019342  0.181779    54  0.557692  0.0083 0.000829 0.001219 0.003873  0.139661  0.063250 -0.118451  45.3095133098 -123.8228956921    54.55769
P396 07MAY18 2007.3758 54238 1427 5 -123.8  -1795 -0.408276   5019342  0.182247    54  0.557570  0.0083 0.000826 0.001241 0.003857  0.146983  0.056333 -0.148138  45.3095133136 -123.8228956887    54.55757
P396 07MAY19 2007.3785 54239 1427 6 -123.8  -1795 -0.408807   5019342  0.181897    54  0.559380  0.0083 0.000832 0.001204 0.003814  0.113928  0.069082 -0.117801  45.3095133101 -123.8228956960    54.55938
P396 07MAY20 2007.3812 54240 1428 0 -123.8  -1795 -0.408966   5019342  0.182496    54  0.562819  0.0083 0.000829 0.001238 0.003788  0.136155  0.048003 -0.066549  45.3095133152 -123.8228956985    54.56282
P396 07MAY21 2007.3840 54241 1428 1 -123.8  -1795 -0.409695   5019342  0.180804    54  0.567254  0.0083 0.000823 0.001208 0.003778  0.110610  0.031940 -0.104604  45.3095132996 -123.8228957082    54.56725
P396 07MAY22 2007.3867 54242 1428 2 -123.8  -1795 -0.408817   5019342  0.182368    54  0.565702  0.0083 0.000821 0.001204 0.003750  0.127603  0.061469 -0.114691  45.3095133133 -123.8228956975    54.56570
P396 07MAY23 2007.3895 54243 1428 3 -123.8  -1795 -0.408628   5019342  0.180418    54  0.552453  0.0083 0.000838 0.001246 0.003966  0.102099  0.046702 -0.135469  45.3095132954 -123.8228956956    54.55245
P396 07MAY24 2007.3922 54244 1428 4 -123.8  -1795 -0.406977   5019342  0.183738    54  0.563187  0.0083 0.000841 0.001209 0.003817  0.119061  0.011974 -0.134035  45.3095133250 -123.8228956750    54.56319
P396 07MAY25 2007.3949 54245 1428 5 -123.8  -1795 -0.408612   5019342  0.183060    54  0.556384  0.0083 0.000833 0.001211 0.003841  0.098892  0.040802 -0.116775  45.3095133185 -123.8228956963    54.55638
P396 07MAY26 2007.3977 54246 1428 6 -123.8  -1795 -0.408099   5019342  0.182576    54  0.566793  0.0083 0.000806 0.001170 0.003568  0.149865  0.026595 -0.085725  45.3095133138 -123.8228956902    54.56679
P396 07MAY27 2007.4004 54247 1429 0 -123.8  -1795 -0.410142   5019342  0.181674    54  0.565928  0.0083 0.000846 0.001234 0.003960  0.108502  0.056697 -0.143276  45.3095133053 -123.8228957167    54.56593
P396 07MAY28 2007.4031 54248 1429 1 -123.8  -1795 -0.408994   5019342  0.182335    54  0.563072  0.0083 0.000823 0.001222 0.003802  0.139620  0.111285 -0.104425  45.3095133110 -123.8228957025    54.56307
P396 07MAY29 2007.4059 54249 1429 2 -123.8  -1795 -0.409725   5019342  0.182353    54  0.563342  0.0083 0.000822 0.001195 0.003711  0.126835  0.041458 -0.089386  45.3095133108 -123.8228957123    54.56334
P396 07MAY30 2007.4086 54250 1429 3 -123.8  -1795 -0.410226   5019342  0.181789    54  0.559149  0.0083 0.000825 0.001240 0.003867  0.109352  0.079381 -0.161336  45.3095133053 -123.8228957192    54.55915
P396 07MAY31 2007.4114 54251 1429 4 -123.8  -1795 -0.409312   5019342  0.181435    54  0.563290  0.0083 0.000825 0.001200 0.003732  0.133326  0.066129 -0.086731  45.3095133018 -123.8228957080    54.56329
P396 07JUN01 2007.4141 54252 1429 5 -123.8  -1795 -0.407634   5019342  0.183598    54  0.562724  0.0083 0.000826 0.001231 0.003843  0.115837  0.041025 -0.144562  45.3095133209 -123.8228956871    54.56272
P396 07JUN02 2007.4168 54253 1429 6 -123.8  -1795 -0.409695   5019342  0.184109    54  0.565864  0.0083 0.000831 0.001209 0.003836  0.138635  0.063954 -0.091869  45.3095133252 -123.8228957138    54.56586
P396 07JUN03 2007.4196 54254 1430 0 -123.8  -1795 -0.410099   5019342  0.183090    54  0.572450  0.0083 0.000836 0.001222 0.003873  0.154284  0.098895 -0.089745  45.3095133157 -123.8228957195    54.57245
P396 07JUN04 2007.4223 54255 1430 1 -123.8  -1795 -0.409429   5019342  0.182788    54  0.571154  0.0083 0.000829 0.001241 0.003880  0.130056  0.059592 -0.133360  45.3095133126 -123.8228957114    54.57115
P396 07JUN05 2007.4251 54256 1430 2 -123.8  -1795 -0.407683   5019342  0.185349    54  0.567523  0.0083 0.000825 0.001217 0.003840  0.121302  0.082567 -0.132461  45.3095133353 -123.8228956896    54.56752
P396 07JUN06 2007.4278 54257 1430 3 -123.8  -1795 -0.410045   5019342  0.185306    54  0.563366  0.0083 0.000844 0.001252 0.004007  0.150904  0.048140 -0.167553  45.3095133346 -123.8228957202    54.56337
P396 07JUN07 2007.4305 54258 1430 4 -123.8  -1795 -0.409792   5019342  0.182405    54  0.561020  0.0083 0.000822 0.001229 0.003871  0.123149  0.084016 -0.135523  45.3095133081 -123.8228957174    54.56102
P396 07JUN08 2007.4333 54259 1430 5 -123.8  -1795 -0.408853   5019342  0.183978    54  0.560472  0.0083 0.000825 0.001223 0.003848  0.131356  0.064476 -0.115391  45.3095133219 -123.8228957059    54.56047
P396 07JUN09 2007.4360 54260 1430 6 -123.8  -1795 -0.409606   5019342  0.183916    54  0.561964  0.0083 0.000840 0.001224 0.003916  0.117609  0.039080 -0.132525  45.3095133210 -123.8228957160    54.56196
P396 07JUN10 2007.4387 54261 1431 0 -123.8  -1795 -0.409616   5019342  0.182747    54  0.561719  0.0083 0.000832 0.001232 0.003859  0.142255  0.064429 -0.129770  45.3095133102 -123.8228957165    54.56172
P396 07JUN11 2007.4415 54262 1431 1 -123.8  -1795 -0.409770   5019342  0.184067    54  0.561702  0.0083 0.000840 0.001206 0.003762  0.145651  0.044225 -0.064624  45.3095133217 -123.8228957190    54.56170
P396 07JUN12 2007.4442 54263 1431 2 -123.8  -1795 -0.408803   5019342  0.184198    54  0.560011  0.0083 0.000845 0.001221 0.003829  0.141045  0.052342 -0.100050  45.3095133225 -123.8228957071    54.56001
P396 07JUN13 2007.4470 54264 1431 3 -123.8  -1795 -0.408403   5019342  0.184889    54  0.560673  0.0083 0.000823 0.001241 0.003919  0.129758  0.069619 -0.166503  45.3095133284 -123.8228957025    54.56067
P396 07JUN14 2007.4497 54265 1431 4 -123.8  -1795 -0.407762   5019342  0.184766    54  0.562237  0.0083 0.000819 0.001203 0.003770  0.155765  0.051305 -0.147913  45.3095133269 -123.8228956948    54.56224
P396 07JUN15 2007.4524 54266 1431 5 -123.8  -1795 -0.407665   5019342  0.184820    54  0.565920  0.0083 0.000822 0.001212 0.003778  0.124778  0.068698 -0.154076  45.3095133271 -123.8228956940    54.56592
P396 07JUN16 2007.4552 54267 1431 6 -123.8  -1795 -0.406641   5019342  0.183241    54  0.564120  0.0083 0.000817 0.001197 0.003698  0.134830  0.050886 -0.090600  45.3095133125 -123.8228956814    54.56412
P396 07JUN17 2007.4579 54268 1432 0 -123.8  -1795 -0.406073   5019342  0.183061    54  0.563284  0.0083 0.000808 0.001203 0.003723  0.134141  0.037675 -0.120345  45.3095133106 -123.8228956746    54.56328
P396 07JUN18 2007.4606 54269 1432 1 -123.8  -1795 -0.405915   5019342  0.184014    54  0.561786  0.0083 0.000818 0.001222 0.003901  0.102025  0.079310 -0.176672  45.3095133188 -123.8228956731    54.56179
P396 07JUN19 2007.4634 54270 1432 2 -123.8  -1795 -0.406520   5019342  0.184472    54  0.565366  0.0083 0.000846 0.001211 0.003871  0.148716  0.032691 -0.104780  45.3095133226 -123.8228956813    54.56537
P396 07JUN20 2007.4661 54271 1432 3 -123.8  -1795 -0.407585   5019342  0.185427    54  0.558403  0.0083 0.000817 0.001220 0.003864  0.110554  0.055055 -0.177178  45.3095133308 -123.8228956953    54.55840
P396 07JUN21 2007.4689 54272 1432 4 -123.8  -1795 -0.406362   5019342  0.185132    54  0.565034  0.0083 0.000802 0.001200 0.003780  0.109504  0.023764 -0.130140  45.3095133278 -123.8228956802    54.56503
P396 07JUN22 2007.4716 54273 1432 5 -123.8  -1795 -0.408498   5019342  0.184107    54  0.566399  0.0083 0.000825 0.001227 0.003908  0.105819  0.039212 -0.179445  45.3095133182 -123.8228957079    54.56640
P396 07JUN23 2007.4743 54274 1432 6 -123.8  -1795 -0.409026   5019342  0.183602    54  0.562338  0.0083 0.000822 0.001238 0.003897  0.128572  0.046307 -0.169885  45.3095133134 -123.8228957151    54.56234
P396 07JUN24 2007.4771 54275 1433 0 -123.8  -1795 -0.407267   5019342  0.184083    54  0.568458  0.0083 0.000864 0.001260 0.004068  0.130227  0.086347 -0.145218  45.3095133173 -123.8228956931    54.56846
P396 07JUN25 2007.4798 54276 1433 1 -123.8  -1795 -0.408833   5019342  0.183058    54  0.568031  0.0083 0.000820 0.001203 0.003844  0.163260  0.121294 -0.111137  45.3095133078 -123.8228957136    54.56803
P396 07JUN26 2007.4825 54277 1433 2 -123.8  -1795 -0.408612   5019342  0.183931    54  0.562356  0.0083 0.000818 0.001189 0.003722  0.160096  0.059357 -0.118443  45.3095133153 -123.8228957112    54.56236
P396 07JUN27 2007.4853 54278 1433 3 -123.8  -1795 -0.408261   5019342  0.184167    54  0.565273  0.0083 0.000819 0.001221 0.003823  0.114352  0.043375 -0.149188  45.3095133170 -123.8228957072    54.56527
P396 07JUN28 2007.4880 54279 1433 4 -123.8  -1795 -0.408645   5019342  0.183997    54  0.569652  0.0083 0.000830 0.001220 0.003866  0.140254  0.049228 -0.117454  45.3095133152 -123.8228957126    54.56965
P396 07JUN29 2007.4908 54280 1433 5 -123.8  -1795 -0.408852   5019342  0.183557    54  0.562121  0.0083 0.000840 0.001209 0.003860  0.141370 -0.013655 -0.109672  45.3095133109 -123.8228957157    54.56212
P396 07JUN30 2007.4935 54281 1433 6 -123.8  -1795 -0.407742   5019342  0.184781    54  0.563477  0.0083 0.000817 0.001239 0.003932  0.106010  0.089410 -0.179312  45.3095133215 -123.8228957020    54.56348
P396 07JUL01 2007.4962 54282 1434 0 -123.8  -1795 -0.409121   5019342  0.184956    54  0.567520  0.0083 0.000825 0.001229 0.003873  0.130574  0.070152 -0.143778  45.3095133228 -123.8228957200    54.56752
P396 07JUL02 2007.4990 54283 1434 1 -123.8  -1795 -0.408341   5019342  0.185043    54  0.568883  0.0083 0.000818 0.001211 0.003851  0.108173  0.045429 -0.156414  45.3095133232 -123.8228957106    54.56888
P396 07JUL03 2007.5017 54284 1434 2 -123.8  -1795 -0.408022   5019342  0.184098    54  0.564003  0.0083 0.000823 0.001218 0.003871  0.118114  0.034819 -0.156519  45.3095133144 -123.8228957070    54.56400
P396 07JUL04 2007.5044 54285 1434 3 -123.8  -1795 -0.408557   5019342  0.184587    54  0.563999  0.0083 0.000814 0.001205 0.003705  0.138480  0.035569 -0.093316  45.3095133184 -123.8228957142    54.56400
P396 07JUL05 2007.5072 54286 1434 4 -123.8  -1795 -0.407727   5019342  0.184669    54  0.562494  0.0083 0.000801 0.001181 0.003688  0.147893  0.072148 -0.109315  45.3095133188 -123.8228957041    54.56249
P396 07JUL06 2007.5099 54287 1434 5 -123.8  -1795 -0.407649   5019342  0.184080    54  0.566851  0.0083 0.000804 0.001178 0.003624  0.143621  0.055789 -0.082491  45.3095133132 -123.8228957036    54.56685
P396 07JUL07 2007.5127 54288 1434 6 -123.8  -1795 -0.408895   5019342  0.183129    54  0.567769  0.0083 0.000824 0.001219 0.003826  0.114680  0.058873 -0.146464  45.3095133042 -123.8228957200    54.56777
P396 07JUL08 2007.5154 54289 1435 0 -123.8  -1795 -0.409284   5019342  0.182515    54  0.567616  0.0083 0.000816 0.001232 0.003767  0.115076  0.049050 -0.121200  45.3095132984 -123.8228957254    54.56762
P396 07JUL09 2007.5181 54290 1435 1 -123.8  -1795 -0.407677   5019342  0.182711    54  0.570640  0.0083 0.000806 0.001207 0.003748  0.118806  0.053512 -0.142014  45.3095132998 -123.8228957053    54.57064
P396 07JUL10 2007.5209 54291 1435 2 -123.8  -1795 -0.407698   5019342  0.181788    54  0.570959  0.0083 0.000820 0.001197 0.003797  0.145363  0.049160 -0.132341  45.3095132911 -123.8228957061    54.57096
P396 07JUL11 2007.5236 54292 1435 3 -123.8  -1795 -0.408611   5019342  0.185547    54  0.569592  0.0083 0.000813 0.001237 0.003838  0.120279  0.067012 -0.183006  45.3095133246 -123.8228957182    54.56959
P396 07JUL12 2007.5264 54293 1435 4 -123.8  -1795 -0.408636   5019342  0.182958    54  0.578762  0.0083 0.000818 0.001201 0.003797  0.119308  0.065596 -0.157575  45.3095133010 -123.8228957190    54.57876
P396 07JUL13 2007.5291 54294 1435 5 -123.8  -1795 -0.407301   5019342  0.184683    54  0.567964  0.0083 0.000827 0.001229 0.003976  0.112795  0.083285 -0.176410  45.3095133162 -123.8228957024    54.56796
P396 07JUL14 2007.5318 54295 1435 6 -123.8  -1795 -0.409776   5019342  0.182625    54  0.565395  0.0083 0.000848 0.001264 0.004053  0.094107  0.091702 -0.195249  45.3095132973 -123.8228957345    54.56540
P396 07JUL15 2007.5346 54296 1436 0 -123.8  -1795 -0.409043   5019342  0.181516    54  0.576122  0.0083 0.000828 0.001236 0.003806  0.133263  0.072028 -0.071876  45.3095132870 -123.8228957256    54.57612
P396 07JUL16 2007.5373 54297 1436 1 -123.8  -1795 -0.408031   5019342  0.184668    54  0.571178  0.0083 0.000816 0.001223 0.003846  0.122912  0.079644 -0.186001  45.3095133150 -123.8228957131    54.57118
P396 07JUL17 2007.5400 54298 1436 2 -123.8  -1795 -0.409712   5019342  0.185078    54  0.569314  0.0083 0.000827 0.001247 0.003893  0.099249  0.023354 -0.143908  45.3095133183 -123.8228957350    54.56931
