site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P396 13FEB10 2013.1116 56333 1727 0 -123.8  -1795 -0.361053   5019342  0.241260    54  0.556538  0.0083 0.000843 0.001237 0.003945  0.164099  0.017390 -0.126592  45.3095131194 -123.8228960640    54.55654
P396 13FEB11 2013.1143 56334 1727 1 -123.8  -1795 -0.362835   5019342  0.239829    54  0.553204  0.0083 0.000802 0.001212 0.003803  0.165272  0.052194 -0.150051  45.3095131062 -123.8228960872    54.55320
P396 13FEB12 2013.1170 56335 1727 2 -123.8  -1795 -0.358294   5019342  0.237490    54  0.561764  0.0083 0.000818 0.001242 0.003933  0.169485  0.067002 -0.131779  45.3095130848 -123.8228960297    54.56176
P396 13FEB13 2013.1198 56336 1727 3 -123.8  -1795 -0.360308   5019342  0.239666    54  0.557988  0.0083 0.000836 0.001261 0.003988  0.142677  0.033759 -0.139642  45.3095131041 -123.8228960559    54.55799
P396 13FEB14 2013.1225 56337 1727 4 -123.8  -1795 -0.361506   5019342  0.239899    54  0.556753  0.0083 0.000806 0.001219 0.003825  0.164212  0.088657 -0.123420  45.3095131058 -123.8228960716    54.55675
P396 13FEB15 2013.1253 56338 1727 5 -123.8  -1795 -0.359470   5019342  0.239025    54  0.552327  0.0083 0.000823 0.001199 0.003711  0.203389  0.017302 -0.080943  45.3095130976 -123.8228960462    54.55233
P396 13FEB16 2013.1280 56339 1727 6 -123.8  -1795 -0.360390   5019342  0.240658    54  0.552159  0.0083 0.000807 0.001224 0.003814  0.170595  0.066404 -0.119370  45.3095131119 -123.8228960584    54.55216
P396 13FEB17 2013.1307 56340 1728 0 -123.8  -1795 -0.358335   5019342  0.240743    54  0.559169  0.0083 0.000804 0.001229 0.003942  0.178270  0.090262 -0.160751  45.3095131124 -123.8228960326    54.55917
P396 13FEB18 2013.1335 56341 1728 1 -123.8  -1795 -0.359219   5019342  0.241562    54  0.559881  0.0083 0.000812 0.001217 0.003880  0.152225  0.080675 -0.121109  45.3095131194 -123.8228960444    54.55988
P396 13FEB19 2013.1362 56342 1728 2 -123.8  -1795 -0.358445   5019342  0.242737    54  0.559490  0.0083 0.000811 0.001248 0.003911  0.161838  0.078996 -0.162285  45.3095131296 -123.8228960350    54.55949
P396 13FEB20 2013.1389 56343 1728 3 -123.8  -1795 -0.359379   5019342  0.241106    54  0.559794  0.0083 0.000813 0.001223 0.003788  0.169847  0.069534 -0.078385  45.3095131146 -123.8228960473    54.55979
P396 13FEB21 2013.1417 56344 1728 4 -123.8  -1795 -0.360652   5019342  0.240907    54  0.549534  0.0083 0.000876 0.001318 0.004130  0.127570  0.073436 -0.151420  45.3095131125 -123.8228960640    54.54953
P396 13FEB22 2013.1444 56345 1728 5 -123.8  -1795 -0.361857   5019342  0.237643    54  0.553177  0.0083 0.000846 0.001339 0.004137  0.140802  0.113638 -0.189714  45.3095130827 -123.8228960798    54.55318
P396 13FEB23 2013.1472 56346 1728 6 -123.8  -1795 -0.361456   5019342  0.235860    54  0.560389  0.0083 0.000846 0.001317 0.004103  0.147049  0.088499 -0.154730  45.3095130664 -123.8228960752    54.56039
P396 13FEB24 2013.1499 56347 1729 0 -123.8  -1795 -0.360027   5019342  0.240139    54  0.558960  0.0083 0.000816 0.001233 0.003834  0.155411  0.047789 -0.111345  45.3095131045 -123.8228960574    54.55896
P396 13FEB25 2013.1526 56348 1729 1 -123.8  -1795 -0.363823   5019342  0.235843    54  0.557578  0.0083 0.000835 0.001239 0.003919  0.168888  0.022010 -0.100992  45.3095130655 -123.8228961063    54.55758
P396 13FEB26 2013.1554 56349 1729 2 -123.8  -1795 -0.359899   5019342  0.239264    54  0.553900  0.0083 0.000808 0.001224 0.003783  0.172361  0.035293 -0.088305  45.3095130959 -123.8228960568    54.55390
P396 13FEB27 2013.1581 56350 1729 3 -123.8  -1795 -0.359985   5019342  0.241320    54  0.554797  0.0083 0.000830 0.001256 0.003946  0.133608  0.075847 -0.099554  45.3095131141 -123.8228960583    54.55480
P396 13FEB28 2013.1608 56351 1729 4 -123.8  -1795 -0.361440   5019342  0.240870    54  0.551394  0.0083 0.000822 0.001260 0.003904  0.130974  0.061334 -0.107987  45.3095131097 -123.8228960773    54.55139
P396 13MAR01 2013.1636 56352 1729 5 -123.8  -1795 -0.361846   5019342  0.240338    54  0.547789  0.0083 0.000807 0.001237 0.003878  0.138930  0.049166 -0.108882  45.3095131046 -123.8228960830    54.54779
P396 13MAR02 2013.1663 56353 1729 6 -123.8  -1795 -0.361003   5019342  0.242787    54  0.553564  0.0083 0.000807 0.001216 0.003823  0.141895  0.025474 -0.129454  45.3095131263 -123.8228960727    54.55356
P396 13MAR03 2013.1691 56354 1730 0 -123.8  -1795 -0.358310   5019342  0.239644    54  0.559444  0.0083 0.000811 0.001204 0.003710  0.184914  0.058536 -0.058114  45.3095130976 -123.8228960388    54.55944
P396 13MAR04 2013.1718 56355 1730 1 -123.8  -1795 -0.359810   5019342  0.242839    54  0.556120  0.0083 0.000802 0.001221 0.003782  0.156947  0.059874 -0.087551  45.3095131260 -123.8228960584    54.55612
P396 13MAR05 2013.1745 56356 1730 2 -123.8  -1795 -0.360340   5019342  0.240993    54  0.558014  0.0083 0.000838 0.001222 0.003901  0.170778  0.021122 -0.095879  45.3095131091 -123.8228960656    54.55801
P396 13MAR06 2013.1773 56357 1730 3 -123.8  -1795 -0.361906   5019342  0.240472    54  0.563006  0.0083 0.000842 0.001275 0.004097  0.123489  0.075393 -0.145698  45.3095131040 -123.8228960861    54.56301
P396 13MAR07 2013.1800 56358 1730 4 -123.8  -1795 -0.361487   5019342  0.240057    54  0.560418  0.0083 0.000828 0.001253 0.004014  0.127437  0.094907 -0.144688  45.3095131000 -123.8228960812    54.56042
P396 13MAR08 2013.1828 56359 1730 5 -123.8  -1795 -0.360207   5019342  0.239548    54  0.562130  0.0083 0.000788 0.001188 0.003665  0.173511  0.023717 -0.107945  45.3095130950 -123.8228960653    54.56213
P396 13MAR09 2013.1855 56360 1730 6 -123.8  -1795 -0.361865   5019342  0.241762    54  0.562871  0.0083 0.000808 0.001224 0.003824  0.172741  0.064424 -0.102206  45.3095131146 -123.8228960870    54.56287
P396 13MAR10 2013.1882 56361 1731 0 -123.8  -1795 -0.361713   5019342  0.241016    54  0.559890  0.0083 0.000811 0.001210 0.003785  0.176065  0.041264 -0.119108  45.3095131076 -123.8228960855    54.55989
P396 13MAR11 2013.1910 56362 1731 1 -123.8  -1795 -0.361149   5019342  0.241132    54  0.556116  0.0083 0.000807 0.001214 0.003771  0.161171  0.017336 -0.101982  45.3095131082 -123.8228960788    54.55612
P396 13MAR12 2013.1937 56363 1731 2 -123.8  -1795 -0.361313   5019342  0.240590    54  0.557408  0.0083 0.000814 0.001224 0.003870  0.173381  0.043617 -0.127742  45.3095131030 -123.8228960813    54.55741
P396 13MAR13 2013.1964 56364 1731 3 -123.8  -1795 -0.362102   5019342  0.240482    54  0.564196  0.0083 0.000809 0.001217 0.003783  0.174280  0.037735 -0.114398  45.3095131017 -123.8228960918    54.56420
P396 13MAR14 2013.1992 56365 1731 4 -123.8  -1795 -0.363130   5019342  0.242090    54  0.559652  0.0083 0.000814 0.001242 0.003907  0.172977  0.084614 -0.119430  45.3095131158 -123.8228961054    54.55965
P396 13MAR15 2013.2019 56366 1731 5 -123.8  -1795 -0.361552   5019342  0.242060    54  0.564703  0.0083 0.000801 0.001213 0.003759  0.145399  0.032186 -0.129087  45.3095131152 -123.8228960858    54.56470
P396 13MAR16 2013.2047 56367 1731 6 -123.8  -1795 -0.364214   5019342  0.239940    54  0.562123  0.0083 0.000822 0.001263 0.003891  0.158504  0.069590 -0.102014  45.3095130958 -123.8228961202    54.56212
P396 13MAR17 2013.2074 56368 1732 0 -123.8  -1795 -0.362114   5019342  0.238332    54  0.566176  0.0083 0.000859 0.001278 0.004112  0.161406 -0.003207 -0.156572  45.3095130810 -123.8228960939    54.56618
P396 13MAR18 2013.2101 56369 1732 1 -123.8  -1795 -0.361860   5019342  0.240385    54  0.560794  0.0083 0.000806 0.001241 0.003815  0.186055  0.076140 -0.094272  45.3095130991 -123.8228960911    54.56079
P396 13MAR19 2013.2129 56370 1732 2 -123.8  -1795 -0.362566   5019342  0.241468    54  0.558208  0.0083 0.000816 0.001232 0.003869  0.168511  0.036070 -0.100348  45.3095131085 -123.8228961006    54.55821
P396 13MAR20 2013.2156 56371 1732 3 -123.8  -1795 -0.362563   5019342  0.240349    54  0.571884  0.0083 0.000814 0.001253 0.003929  0.136729  0.056239 -0.146873  45.3095130981 -123.8228961010    54.57188
P396 13MAR21 2013.2183 56372 1732 4 -123.8  -1795 -0.363667   5019342  0.239843    54  0.567077  0.0083 0.000820 0.001232 0.003903  0.155886  0.102609 -0.099200  45.3095130932 -123.8228961155    54.56708
P396 13MAR22 2013.2211 56373 1732 5 -123.8  -1795 -0.362489   5019342  0.243105    54  0.559094  0.0083 0.000792 0.001228 0.003798  0.150292  0.089114 -0.131901  45.3095131222 -123.8228961010    54.55909
P396 13MAR23 2013.2238 56374 1732 6 -123.8  -1795 -0.362793   5019342  0.242281    54  0.565554  0.0083 0.000783 0.001210 0.003798  0.145479  0.080507 -0.139541  45.3095131144 -123.8228961053    54.56555
P396 13MAR24 2013.2266 56375 1733 0 -123.8  -1795 -0.360710   5019342  0.241972    54  0.561691  0.0083 0.000794 0.001219 0.003826  0.179099  0.072901 -0.131321  45.3095131113 -123.8228960792    54.56169
P396 13MAR25 2013.2293 56376 1733 1 -123.8  -1795 -0.362510   5019342  0.241123    54  0.563482  0.0083 0.000801 0.001188 0.003727  0.191564  0.064631 -0.086834  45.3095131033 -123.8228961026    54.56348
P396 13MAR26 2013.2320 56377 1733 2 -123.8  -1795 -0.364095   5019342  0.241876    54  0.565514  0.0083 0.000804 0.001208 0.003814  0.158473  0.067372 -0.119510  45.3095131098 -123.8228961233    54.56551
P396 13MAR27 2013.2348 56378 1733 3 -123.8  -1795 -0.365051   5019342  0.243498    54  0.560256  0.0083 0.000835 0.001213 0.003872  0.153711  0.061139 -0.108454  45.3095131240 -123.8228961360    54.56026
P396 13MAR28 2013.2375 56379 1733 4 -123.8  -1795 -0.363212   5019342  0.240614    54  0.563753  0.0083 0.000814 0.001229 0.003903  0.166462  0.071611 -0.128569  45.3095130977 -123.8228961130    54.56375
P396 13MAR29 2013.2402 56380 1733 5 -123.8  -1795 -0.363466   5019342  0.241167    54  0.564550  0.0083 0.000815 0.001245 0.003983  0.186476  0.075054 -0.179234  45.3095131023 -123.8228961167    54.56455
P396 13MAR30 2013.2430 56381 1733 6 -123.8  -1795 -0.364364   5019342  0.239578    54  0.566665  0.0083 0.000817 0.001230 0.003943  0.184531  0.071155 -0.158223  45.3095130877 -123.8228961286    54.56667
P396 13MAR31 2013.2457 56382 1734 0 -123.8  -1795 -0.365861   5019342  0.238599    54  0.564434  0.0083 0.000804 0.001219 0.003871  0.170974  0.097761 -0.144958  45.3095130785 -123.8228961482    54.56443
P396 13APR01 2013.2485 56383 1734 1 -123.8  -1795 -0.365593   5019342  0.241376    54  0.563935  0.0083 0.000804 0.001225 0.003857  0.170097  0.077349 -0.122372  45.3095131032 -123.8228961452    54.56394
P396 13APR02 2013.2512 56384 1734 2 -123.8  -1795 -0.363129   5019342  0.243619    54  0.568534  0.0083 0.000799 0.001228 0.003796  0.179846  0.056751 -0.155182  45.3095131230 -123.8228961143    54.56853
P396 13APR03 2013.2539 56385 1734 3 -123.8  -1795 -0.364468   5019342  0.242296    54  0.568784  0.0083 0.000791 0.001224 0.003796  0.169103  0.074288 -0.173330  45.3095131108 -123.8228961318    54.56878
P396 13APR04 2013.2567 56386 1734 4 -123.8  -1795 -0.366711   5019342  0.241556    54  0.569766  0.0083 0.000840 0.001266 0.003988  0.204012  0.030008 -0.171808  45.3095131038 -123.8228961609    54.56977
P396 13APR05 2013.2594 56387 1734 5 -123.8  -1795 -0.368755   5019342  0.240587    54  0.568099  0.0083 0.000820 0.001252 0.003971  0.174272  0.108123 -0.131830  45.3095130947 -123.8228961874    54.56810
P396 13APR06 2013.2621 56388 1734 6 -123.8  -1795 -0.368453   5019342  0.238319    54  0.573066  0.0083 0.000828 0.001243 0.003978  0.182573  0.071757 -0.128034  45.3095130739 -123.8228961840    54.57307
P396 13APR07 2013.2649 56389 1735 0 -123.8  -1795 -0.367066   5019342  0.240322    54  0.569605  0.0083 0.000811 0.001257 0.003990  0.159769  0.092404 -0.177406  45.3095130916 -123.8228961668    54.56960
P396 13APR08 2013.2676 56390 1735 1 -123.8  -1795 -0.365471   5019342  0.239243    54  0.572639  0.0083 0.000820 0.001258 0.003946  0.175913  0.082510 -0.177979  45.3095130816 -123.8228961469    54.57264
P396 13APR09 2013.2704 56391 1735 2 -123.8  -1795 -0.365208   5019342  0.238913    54  0.562045  0.0083 0.000798 0.001235 0.003854  0.157184  0.088895 -0.181412  45.3095130782 -123.8228961440    54.56204
P396 13APR10 2013.2731 56392 1735 3 -123.8  -1795 -0.366881   5019342  0.241664    54  0.568785  0.0083 0.000826 0.001272 0.003927  0.152720  0.079424 -0.150533  45.3095131027 -123.8228961658    54.56878
P396 13APR11 2013.2758 56393 1735 4 -123.8  -1795 -0.367909   5019342  0.240127    54  0.567724  0.0083 0.000824 0.001231 0.003894  0.162007  0.089093 -0.109847  45.3095130885 -123.8228961794    54.56772
P396 13APR12 2013.2786 56394 1735 5 -123.8  -1795 -0.365866   5019342  0.239021    54  0.567120  0.0083 0.000876 0.001285 0.004106  0.156647  0.073059 -0.055455  45.3095130782 -123.8228961538    54.56712
P396 13APR13 2013.2813 56395 1735 6 -123.8  -1795 -0.365187   5019342  0.240447    54  0.573077  0.0083 0.000818 0.001232 0.003804  0.193330  0.076016 -0.090214  45.3095130907 -123.8228961456    54.57308
P396 13APR14 2013.2841 56396 1736 0 -123.8  -1795 -0.365347   5019342  0.241147    54  0.565655  0.0083 0.000813 0.001221 0.003784  0.198336  0.027515 -0.133297  45.3095130966 -123.8228961482    54.56566
P396 13APR15 2013.2868 56397 1736 1 -123.8  -1795 -0.365559   5019342  0.241478    54  0.566095  0.0083 0.000826 0.001233 0.003822  0.199821  0.017937 -0.116390  45.3095130992 -123.8228961513    54.56610
P396 13APR16 2013.2895 56398 1736 2 -123.8  -1795 -0.364208   5019342  0.241074    54  0.562971  0.0083 0.000812 0.001230 0.003873  0.180972  0.086804 -0.135563  45.3095130953 -123.8228961346    54.56297
P396 13APR17 2013.2923 56399 1736 3 -123.8  -1795 -0.364154   5019342  0.242602    54  0.562586  0.0083 0.000830 0.001250 0.003969  0.161443  0.051822 -0.155149  45.3095131087 -123.8228961344    54.56259
P396 13APR18 2013.2950 56400 1736 4 -123.8  -1795 -0.365348   5019342  0.240730    54  0.562288  0.0083 0.000814 0.001236 0.003858  0.156753  0.063191 -0.113014  45.3095130915 -123.8228961500    54.56229
P396 13APR19 2013.2977 56401 1736 5 -123.8  -1795 -0.365160   5019342  0.239858    54  0.563833  0.0083 0.000821 0.001261 0.003964  0.168786  0.125572 -0.146992  45.3095130833 -123.8228961481    54.56383
P396 13APR20 2013.3005 56402 1736 6 -123.8  -1795 -0.365501   5019342  0.241679    54  0.565407  0.0083 0.000803 0.001220 0.003776  0.154135  0.054847 -0.140109  45.3095130993 -123.8228961529    54.56541
P396 13APR21 2013.3032 56403 1737 0 -123.8  -1795 -0.364218   5019342  0.242725    54  0.560338  0.0083 0.000807 0.001227 0.003833  0.166294  0.059163 -0.126113  45.3095131084 -123.8228961370    54.56034
P396 13APR22 2013.3060 56404 1737 1 -123.8  -1795 -0.365434   5019342  0.240396    54  0.567252  0.0083 0.000827 0.001262 0.004015  0.147441  0.066786 -0.183644  45.3095130871 -123.8228961530    54.56725
P396 13APR23 2013.3087 56405 1737 2 -123.8  -1795 -0.366666   5019342  0.241877    54  0.563258  0.0083 0.000813 0.001250 0.003954  0.139803  0.081914 -0.144909  45.3095131001 -123.8228961692    54.56326
P396 13APR24 2013.3114 56406 1737 3 -123.8  -1795 -0.363965   5019342  0.243146    54  0.568853  0.0083 0.000814 0.001251 0.003925  0.173832  0.086741 -0.164156  45.3095131111 -123.8228961352    54.56885
P396 13APR25 2013.3142 56407 1737 4 -123.8  -1795 -0.366069   5019342  0.242207    54  0.567120  0.0083 0.000817 0.001228 0.003824  0.177635  0.057486 -0.102688  45.3095131023 -123.8228961625    54.56712
P396 13APR26 2013.3169 56408 1737 5 -123.8  -1795 -0.364784   5019342  0.240786    54  0.564771  0.0083 0.000802 0.001256 0.003892  0.148475  0.080070 -0.159774  45.3095130892 -123.8228961466    54.56477
P396 13APR27 2013.3196 56409 1737 6 -123.8  -1795 -0.364542   5019342  0.242302    54  0.566743  0.0083 0.000833 0.001237 0.003933  0.189165  0.033523 -0.123015  45.3095131025 -123.8228961439    54.56674
P396 13APR28 2013.3224 56410 1738 0 -123.8  -1795 -0.367708   5019342  0.242828    54  0.565914  0.0083 0.000845 0.001271 0.004137  0.151317  0.071439 -0.196146  45.3095131069 -123.8228961848    54.56591
P396 13APR29 2013.3251 56411 1738 1 -123.8  -1795 -0.368403   5019342  0.241314    54  0.575018  0.0083 0.000836 0.001265 0.004026  0.162586  0.040067 -0.147426  45.3095130929 -123.8228961941    54.57502
P396 13APR30 2013.3279 56412 1738 2 -123.8  -1795 -0.367352   5019342  0.244985    54  0.565992  0.0083 0.000812 0.001278 0.004107  0.140725  0.142536 -0.211866  45.3095131256 -123.8228961812    54.56599
P396 13MAY01 2013.3306 56413 1738 3 -123.8  -1795 -0.365910   5019342  0.242360    54  0.563045  0.0083 0.000823 0.001262 0.004008  0.183505  0.065176 -0.175527  45.3095131016 -123.8228961633    54.56304
P396 13MAY02 2013.3333 56414 1738 4 -123.8  -1795 -0.364141   5019342  0.242827    54  0.558241  0.0083 0.000832 0.001245 0.003984  0.162503  0.087005 -0.172844  45.3095131055 -123.8228961412    54.55824
P396 13MAY03 2013.3361 56415 1738 5 -123.8  -1795 -0.365218   5019342  0.245252    54  0.561871  0.0083 0.000827 0.001256 0.004033  0.170659  0.068614 -0.178582  45.3095131270 -123.8228961554    54.56187
P396 13MAY04 2013.3388 56416 1738 6 -123.8  -1795 -0.366601   5019342  0.242856    54  0.564127  0.0083 0.000826 0.001259 0.004030  0.172766  0.128403 -0.155959  45.3095131051 -123.8228961735    54.56413
P396 13MAY05 2013.3415 56417 1739 0 -123.8  -1795 -0.368802   5019342  0.242918    54  0.571911  0.0083 0.000830 0.001230 0.003953  0.158503  0.068709 -0.141389  45.3095131053 -123.8228962020    54.57191
P396 13MAY06 2013.3443 56418 1739 1 -123.8  -1795 -0.366414   5019342  0.242988    54  0.566931  0.0083 0.000830 0.001297 0.004205  0.156388  0.168734 -0.181539  45.3095131056 -123.8228961720    54.56693
P396 13MAY07 2013.3470 56419 1739 2 -123.8  -1795 -0.367723   5019342  0.244280    54  0.568895  0.0083 0.000817 0.001259 0.003950  0.166443  0.107862 -0.131349  45.3095131168 -123.8228961892    54.56890
P396 13MAY08 2013.3498 56420 1739 3 -123.8  -1795 -0.366955   5019342  0.244672    54  0.564921  0.0083 0.000824 0.001275 0.004078  0.173901  0.117292 -0.192558  45.3095131200 -123.8228961799    54.56492
P396 13MAY09 2013.3525 56421 1739 4 -123.8  -1795 -0.366956   5019342  0.245166    54  0.563842  0.0083 0.000823 0.001242 0.003941  0.192338  0.138218 -0.115495  45.3095131241 -123.8228961803    54.56384
P396 13MAY10 2013.3552 56422 1739 5 -123.8  -1795 -0.366211   5019342  0.244867    54  0.561344  0.0083 0.000817 0.001280 0.003998  0.163513  0.100652 -0.189594  45.3095131211 -123.8228961713    54.56134
P396 13MAY11 2013.3580 56423 1739 6 -123.8  -1795 -0.366849   5019342  0.243795    54  0.568221  0.0083 0.000833 0.001249 0.003903  0.177623  0.059741 -0.131779  45.3095131111 -123.8228961799    54.56822
P396 13MAY12 2013.3607 56424 1740 0 -123.8  -1795 -0.367263   5019342  0.244833    54  0.569431  0.0083 0.000810 0.001258 0.003952  0.146240  0.087091 -0.173223  45.3095131201 -123.8228961857    54.56943
P396 13MAY13 2013.3634 56425 1740 1 -123.8  -1795 -0.367693   5019342  0.244663    54  0.564427  0.0083 0.000831 0.001269 0.004036  0.162642  0.061305 -0.179291  45.3095131182 -123.8228961916    54.56443
P396 13MAY14 2013.3662 56426 1740 2 -123.8  -1795 -0.367344   5019342  0.244862    54  0.559360  0.0083 0.000826 0.001277 0.004155  0.163106  0.088883 -0.188567  45.3095131197 -123.8228961876    54.55936
P396 13MAY15 2013.3689 56427 1740 3 -123.8  -1795 -0.367500   5019342  0.245988    54  0.561625  0.0083 0.000827 0.001296 0.004056  0.157774  0.074072 -0.168162  45.3095131294 -123.8228961901    54.56162
P396 13MAY16 2013.3717 56428 1740 4 -123.8  -1795 -0.366823   5019342  0.245876    54  0.567549  0.0083 0.000817 0.001331 0.004148  0.149352  0.105029 -0.231355  45.3095131281 -123.8228961819    54.56755
P396 13MAY17 2013.3744 56429 1740 5 -123.8  -1795 -0.366465   5019342  0.244454    54  0.567415  0.0083 0.000813 0.001264 0.003996  0.144439  0.086990 -0.190950  45.3095131149 -123.8228961778    54.56741
P396 13MAY18 2013.3771 56430 1740 6 -123.8  -1795 -0.366332   5019342  0.244506    54  0.563914  0.0083 0.000851 0.001327 0.004145  0.157417  0.081023 -0.212499  45.3095131151 -123.8228961766    54.56391
P396 13MAY19 2013.3799 56431 1741 0 -123.8  -1795 -0.367546   5019342  0.244254    54  0.564642  0.0083 0.000835 0.001304 0.004179  0.130679  0.098515 -0.196738  45.3095131124 -123.8228961925    54.56464
P396 13MAY20 2013.3826 56432 1741 1 -123.8  -1795 -0.365039   5019342  0.245930    54  0.562649  0.0083 0.000824 0.001257 0.004022  0.157945  0.096913 -0.170987  45.3095131272 -123.8228961610    54.56265
P396 13MAY21 2013.3854 56433 1741 2 -123.8  -1795 -0.365742   5019342  0.246260    54  0.566651  0.0083 0.000813 0.001279 0.004110  0.167409  0.144328 -0.186670  45.3095131298 -123.8228961705    54.56665
P396 13MAY22 2013.3881 56434 1741 3 -123.8  -1795 -0.367447   5019342  0.246675    54  0.563139  0.0083 0.000820 0.001265 0.003971  0.184048  0.104202 -0.091008  45.3095131332 -123.8228961927    54.56314
P396 13MAY23 2013.3908 56435 1741 4 -123.8  -1795 -0.365096   5019342  0.246013    54  0.564296  0.0083 0.000825 0.001277 0.004095  0.148763  0.141550 -0.205052  45.3095131269 -123.8228961632    54.56430
P396 13MAY24 2013.3936 56436 1741 5 -123.8  -1795 -0.367214   5019342  0.246664    54  0.560671  0.0083 0.000819 0.001250 0.003920  0.181251  0.096924 -0.147081  45.3095131324 -123.8228961906    54.56067
P396 13MAY25 2013.3963 56437 1741 6 -123.8  -1795 -0.366169   5019342  0.244951    54  0.563841  0.0083 0.000828 0.001253 0.003964  0.189955  0.050229 -0.201114  45.3095131167 -123.8228961778    54.56384
P396 13MAY26 2013.3990 56438 1742 0 -123.8  -1795 -0.366535   5019342  0.245036    54  0.560773  0.0083 0.000815 0.001282 0.004063  0.134016  0.125901 -0.216470  45.3095131171 -123.8228961829    54.56077
P396 13MAY27 2013.4018 56439 1742 1 -123.8  -1795 -0.366553   5019342  0.245976    54  0.569107  0.0083 0.000809 0.001309 0.004181  0.141675  0.147478 -0.227095  45.3095131252 -123.8228961836    54.56911
P396 13MAY28 2013.4045 56440 1742 2 -123.8  -1795 -0.365814   5019342  0.245270    54  0.569791  0.0083 0.000829 0.001291 0.004098  0.148551  0.128385 -0.166111  45.3095131185 -123.8228961746    54.56979
P396 13MAY29 2013.4073 56441 1742 3 -123.8  -1795 -0.367270   5019342  0.243802    54  0.566383  0.0083 0.000845 0.001308 0.004288  0.141429  0.146512 -0.195136  45.3095131049 -123.8228961937    54.56638
P396 13MAY30 2013.4100 56442 1742 4 -123.8  -1795 -0.365514   5019342  0.246269    54  0.567210  0.0083 0.000819 0.001274 0.004041  0.143297  0.106998 -0.135750  45.3095131268 -123.8228961718    54.56721
P396 13MAY31 2013.4127 56443 1742 5 -123.8  -1795 -0.363476   5019342  0.245789    54  0.565913  0.0083 0.000814 0.001261 0.004030  0.175834  0.152236 -0.149829  45.3095131221 -123.8228961462    54.56591
P396 13JUN01 2013.4155 56444 1742 6 -123.8  -1795 -0.363993   5019342  0.245918    54  0.558596  0.0083 0.000891 0.001419 0.004649  0.146431  0.114840 -0.271664  45.3095131229 -123.8228961533    54.55860
P396 13JUN02 2013.4182 56445 1743 0 -123.8  -1795 -0.366229   5019342  0.244763    54  0.571877  0.0083 0.000824 0.001315 0.004210  0.133256  0.137314 -0.216996  45.3095131122 -123.8228961823    54.57188
P396 13JUN03 2013.4209 56446 1743 1 -123.8  -1795 -0.364979   5019342  0.246289    54  0.568742  0.0083 0.000833 0.001280 0.004047  0.169023  0.110787 -0.142988  45.3095131256 -123.8228961668    54.56874
P396 13JUN04 2013.4237 56447 1743 2 -123.8  -1795 -0.365231   5019342  0.244679    54  0.568010  0.0083 0.000831 0.001253 0.003924  0.166962  0.063120 -0.151448  45.3095131107 -123.8228961705    54.56801
P396 13JUN05 2013.4264 56448 1743 3 -123.8  -1795 -0.365665   5019342  0.245288    54  0.569640  0.0083 0.000823 0.001289 0.004153  0.160169  0.165426 -0.203398  45.3095131159 -123.8228961765    54.56964
P396 13JUN06 2013.4292 56449 1743 4 -123.8  -1795 -0.364220   5019342  0.246280    54  0.565200  0.0083 0.000805 0.001273 0.004001  0.150197  0.110923 -0.199196  45.3095131244 -123.8228961585    54.56520
P396 13JUN07 2013.4319 56450 1743 5 -123.8  -1795 -0.363868   5019342  0.244966    54  0.571780  0.0083 0.000837 0.001310 0.004099  0.144022  0.107271 -0.176364  45.3095131123 -123.8228961545    54.57178
P396 13JUN08 2013.4346 56451 1743 6 -123.8  -1795 -0.362879   5019342  0.246554    54  0.568375  0.0083 0.000840 0.001293 0.004134  0.138899  0.098827 -0.210897  45.3095131262 -123.8228961423    54.56837
P396 13JUN09 2013.4374 56452 1744 0 -123.8  -1795 -0.366007   5019342  0.249547    54  0.564337  0.0083 0.000816 0.001271 0.003953  0.158919  0.108032 -0.150574  45.3095131528 -123.8228961827    54.56434
P396 13JUN10 2013.4401 56453 1744 1 -123.8  -1795 -0.364511   5019342  0.247785    54  0.569778  0.0083 0.000823 0.001280 0.003971  0.170593  0.115940 -0.136088  45.3095131366 -123.8228961641    54.56978
P396 13JUN11 2013.4428 56454 1744 2 -123.8  -1795 -0.363138   5019342  0.247435    54  0.565283  0.0083 0.000837 0.001299 0.004233  0.137709  0.152759 -0.202842  45.3095131331 -123.8228961471    54.56528
P396 13JUN12 2013.4456 56455 1744 3 -123.8  -1795 -0.363910   5019342  0.246053    54  0.565478  0.0083 0.000836 0.001328 0.004144  0.155216  0.098565 -0.199314  45.3095131203 -123.8228961574    54.56548
P396 13JUN13 2013.4483 56456 1744 4 -123.8  -1795 -0.365579   5019342  0.245885    54  0.564843  0.0083 0.000832 0.001285 0.004102  0.150121  0.117514 -0.170974  45.3095131185 -123.8228961791    54.56484
P396 13JUN14 2013.4511 56457 1744 5 -123.8  -1795 -0.362940   5019342  0.247260    54  0.570386  0.0083 0.000813 0.001294 0.004047  0.177498  0.141426 -0.177141  45.3095131305 -123.8228961459    54.57039
P396 13JUN15 2013.4538 56458 1744 6 -123.8  -1795 -0.364394   5019342  0.247648    54  0.568746  0.0083 0.000819 0.001262 0.003938  0.189899  0.119559 -0.127551  45.3095131337 -123.8228961649    54.56875
