site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P403 11NOV16 2011.8741 55881 1662 3 -124.1  -3046 -0.502991   5325357  0.369880   284  0.679959  0.0083 0.000744 0.001050 0.003407  0.043221 -0.286667 -0.157170  48.0623216889 -124.1408754318   284.67996
P403 11NOV17 2011.8768 55882 1662 4 -124.1  -3046 -0.504431   5325357  0.369883   284  0.683271  0.0083 0.000755 0.001036 0.003421  0.059086 -0.288559 -0.187707  48.0623216886 -124.1408754516   284.68327
P403 11NOV18 2011.8795 55883 1662 5 -124.1  -3046 -0.501681   5325357  0.369039   284  0.678382  0.0083 0.000731 0.001035 0.003290  0.022921 -0.216918 -0.141381  48.0623216807 -124.1408754152   284.67838
P403 11NOV19 2011.8823 55884 1662 6 -124.1  -3046 -0.502546   5325357  0.371581   284  0.685743  0.0083 0.000710 0.001009 0.003126  0.029002 -0.218524 -0.153025  48.0623217032 -124.1408754274   284.68574
P403 11NOV20 2011.8850 55885 1663 0 -124.1  -3046 -0.500584   5325357  0.370755   284  0.686169  0.0083 0.000716 0.001015 0.003164  0.035189 -0.215956 -0.155973  48.0623216954 -124.1408754015   284.68617
P403 11NOV21 2011.8877 55886 1663 1 -124.1  -3046 -0.501198   5325357  0.365263   284  0.686931  0.0083 0.000762 0.001048 0.003440  0.088452 -0.285535 -0.184951  48.0623216457 -124.1408754102   284.68693
P403 11NOV22 2011.8905 55887 1663 2 -124.1  -3046 -0.501558   5325357  0.365133   284  0.687411  0.0083 0.000745 0.001037 0.003358  0.041281 -0.240247 -0.169611  48.0623216441 -124.1408754156   284.68741
P403 11NOV23 2011.8932 55888 1663 3 -124.1  -3046 -0.501169   5325357  0.371340   284  0.683538  0.0083 0.000774 0.001068 0.003500  0.060539 -0.269670 -0.219594  48.0623216996 -124.1408754109   284.68354
P403 11NOV24 2011.8960 55889 1663 4 -124.1  -3046 -0.502446   5325357  0.368818   284  0.682386  0.0083 0.000749 0.001045 0.003404  0.025923 -0.229319 -0.193109  48.0623216766 -124.1408754286   284.68239
P403 11NOV25 2011.8987 55890 1663 5 -124.1  -3046 -0.500582   5325357  0.369746   284  0.674393  0.0083 0.000753 0.001043 0.003476  0.056824 -0.244133 -0.218458  48.0623216846 -124.1408754041   284.67439
P403 11NOV26 2011.9014 55891 1663 6 -124.1  -3046 -0.499936   5325357  0.369097   284  0.677887  0.0083 0.000742 0.001047 0.003381  0.024979 -0.216043 -0.189430  48.0623216784 -124.1408753959   284.67789
P403 11NOV27 2011.9042 55892 1664 0 -124.1  -3046 -0.500870   5325357  0.365334   284  0.679493  0.0083 0.000751 0.001056 0.003508  0.072135 -0.280080 -0.213161  48.0623216442 -124.1408754089   284.67949
P403 11NOV28 2011.9069 55893 1664 1 -124.1  -3046 -0.500794   5325357  0.370360   284  0.674251  0.0083 0.000761 0.001041 0.003397  0.045992 -0.242065 -0.146744  48.0623216891 -124.1408754084   284.67425
P403 11NOV29 2011.9097 55894 1664 2 -124.1  -3046 -0.500970   5325357  0.370850   284  0.669406  0.0083 0.000772 0.001049 0.003461  0.058572 -0.255268 -0.155769  48.0623216931 -124.1408754113   284.66941
P403 11NOV30 2011.9124 55895 1664 3 -124.1  -3046 -0.501031   5325357  0.373735   284  0.674458  0.0083 0.000759 0.001089 0.003486  0.040172 -0.256161 -0.169035  48.0623217187 -124.1408754127   284.67446
P403 11DEC01 2011.9151 55896 1664 4 -124.1  -3046 -0.499632   5325357  0.371396   284  0.670944  0.0083 0.000760 0.001056 0.003421  0.051358 -0.190632 -0.180736  48.0623216973 -124.1408753944   284.67094
P403 11DEC02 2011.9179 55897 1664 5 -124.1  -3046 -0.501347   5325357  0.371049   284  0.674944  0.0083 0.000770 0.001049 0.003375  0.072714 -0.247997 -0.175283  48.0623216939 -124.1408754179   284.67494
P403 11DEC03 2011.9206 55898 1664 6 -124.1  -3046 -0.500658   5325357  0.370641   284  0.677725  0.0083 0.000737 0.001025 0.003344  0.083894 -0.285405 -0.198782  48.0623216898 -124.1408754092   284.67772
P403 11DEC04 2011.9233 55899 1665 0 -124.1  -3046 -0.500512   5325357  0.371473   284  0.671088  0.0083 0.000758 0.001052 0.003373  0.076894 -0.252711 -0.194408  48.0623216970 -124.1408754077   284.67109
P403 11DEC05 2011.9261 55900 1665 1 -124.1  -3046 -0.500911   5325357  0.369858   284  0.672953  0.0083 0.000755 0.001049 0.003361  0.069957 -0.240924 -0.186197  48.0623216821 -124.1408754136   284.67295
P403 11DEC06 2011.9288 55901 1665 2 -124.1  -3046 -0.501387   5325357  0.369492   284  0.673318  0.0083 0.000763 0.001054 0.003401  0.048505 -0.210988 -0.198199  48.0623216785 -124.1408754205   284.67332
P403 11DEC07 2011.9316 55902 1665 3 -124.1  -3046 -0.500904   5325357  0.372273   284  0.675465  0.0083 0.000752 0.001047 0.003324  0.046607 -0.201768 -0.200924  48.0623217031 -124.1408754145   284.67546
P403 11DEC08 2011.9343 55903 1665 4 -124.1  -3046 -0.500062   5325357  0.373337   284  0.675111  0.0083 0.000755 0.001044 0.003351  0.055575 -0.196558 -0.224132  48.0623217124 -124.1408754037   284.67511
P403 11DEC09 2011.9370 55904 1665 5 -124.1  -3046 -0.498321   5325357  0.371716   284  0.676640  0.0083 0.000750 0.001040 0.003340  0.059677 -0.241046 -0.199477  48.0623216974 -124.1408753809   284.67664
P403 11DEC10 2011.9398 55905 1665 6 -124.1  -3046 -0.500092   5325357  0.371123   284  0.680949  0.0083 0.000764 0.001084 0.003449  0.044903 -0.227666 -0.190813  48.0623216917 -124.1408754052   284.68095
P403 11DEC11 2011.9425 55906 1666 0 -124.1  -3046 -0.500325   5325357  0.373603   284  0.675728  0.0083 0.000773 0.001075 0.003417  0.035738 -0.191248 -0.185637  48.0623217137 -124.1408754088   284.67573
P403 11DEC12 2011.9452 55907 1666 1 -124.1  -3046 -0.499453   5325357  0.374716   284  0.680779  0.0083 0.000751 0.001044 0.003372  0.054334 -0.236564 -0.185038  48.0623217234 -124.1408753976   284.68078
P403 11DEC13 2011.9480 55908 1666 2 -124.1  -3046 -0.500573   5325357  0.371498   284  0.681812  0.0083 0.000736 0.001034 0.003272  0.042397 -0.206732 -0.206635  48.0623216941 -124.1408754131   284.68181
P403 11DEC14 2011.9507 55909 1666 3 -124.1  -3046 -0.500079   5325357  0.372862   284  0.674200  0.0083 0.000716 0.001029 0.003229  0.032665 -0.204320 -0.180078  48.0623217060 -124.1408754070   284.67420
P403 11DEC15 2011.9535 55910 1666 4 -124.1  -3046 -0.501761   5325357  0.372332   284  0.679016  0.0083 0.000745 0.001060 0.003329  0.064597 -0.234018 -0.184717  48.0623217009 -124.1408754301   284.67902
P403 11DEC16 2011.9562 55911 1666 5 -124.1  -3046 -0.500029   5325357  0.371267   284  0.677642  0.0083 0.000745 0.001069 0.003372  0.045882 -0.241370 -0.184349  48.0623216909 -124.1408754074   284.67764
P403 11DEC17 2011.9589 55912 1666 6 -124.1  -3046 -0.499293   5325357  0.371028   284  0.678478  0.0083 0.000725 0.001025 0.003270  0.070951 -0.227416 -0.207556  48.0623216885 -124.1408753980   284.67848
P403 11DEC18 2011.9617 55913 1667 0 -124.1  -3046 -0.498548   5325357  0.371914   284  0.681635  0.0083 0.000728 0.001011 0.003268  0.068890 -0.254628 -0.185307  48.0623216961 -124.1408753885   284.68163
P403 11DEC19 2011.9644 55914 1667 1 -124.1  -3046 -0.501048   5325357  0.370319   284  0.681500  0.0083 0.000737 0.001029 0.003341  0.062521 -0.251650 -0.172129  48.0623216814 -124.1408754226   284.68150
P403 11DEC20 2011.9671 55915 1667 2 -124.1  -3046 -0.498347   5325357  0.372295   284  0.679866  0.0083 0.000742 0.001013 0.003299  0.064866 -0.206106 -0.172680  48.0623216988 -124.1408753868   284.67987
P403 11DEC21 2011.9699 55916 1667 3 -124.1  -3046 -0.499798   5325357  0.371287   284  0.673288  0.0083 0.000719 0.000997 0.003154  0.076255 -0.246819 -0.155616  48.0623216894 -124.1408754068   284.67329
P403 11DEC22 2011.9726 55917 1667 4 -124.1  -3046 -0.499089   5325357  0.371842   284  0.675300  0.0083 0.000709 0.001000 0.003109  0.078871 -0.237710 -0.133482  48.0623216940 -124.1408753978   284.67530
P403 11DEC23 2011.9754 55918 1667 5 -124.1  -3046 -0.498785   5325357  0.369338   284  0.678624  0.0083 0.000736 0.001030 0.003293  0.096856 -0.258592 -0.160264  48.0623216712 -124.1408753942   284.67862
P403 11DEC24 2011.9781 55919 1667 6 -124.1  -3046 -0.500959   5325357  0.369468   284  0.672608  0.0083 0.000707 0.000994 0.003177  0.058971 -0.244975 -0.135638  48.0623216720 -124.1408754239   284.67261
P403 11DEC25 2011.9808 55920 1668 0 -124.1  -3046 -0.501405   5325357  0.366606   284  0.672779  0.0083 0.000726 0.001023 0.003299  0.059816 -0.230360 -0.153815  48.0623216459 -124.1408754304   284.67278
P403 11DEC26 2011.9836 55921 1668 1 -124.1  -3046 -0.499335   5325357  0.368397   284  0.677246  0.0083 0.000725 0.001009 0.003206  0.070845 -0.197806 -0.162706  48.0623216616 -124.1408754031   284.67725
P403 11DEC27 2011.9863 55922 1668 2 -124.1  -3046 -0.501428   5325357  0.367398   284  0.685829  0.0083 0.000736 0.001014 0.003309  0.088599 -0.258297 -0.161174  48.0623216523 -124.1408754317   284.68583
P403 11DEC28 2011.9890 55923 1668 3 -124.1  -3046 -0.501968   5325357  0.365781   284  0.678906  0.0083 0.000734 0.001022 0.003385  0.082155 -0.270207 -0.172681  48.0623216374 -124.1408754394   284.67891
P403 11DEC29 2011.9918 55924 1668 4 -124.1  -3046 -0.501631   5325357  0.369430   284  0.678947  0.0083 0.000730 0.001000 0.003262  0.065014 -0.251720 -0.158035  48.0623216699 -124.1408754355   284.67895
P403 11DEC30 2011.9945 55925 1668 5 -124.1  -3046 -0.502455   5325357  0.367986   284  0.678748  0.0083 0.000739 0.001022 0.003381  0.092743 -0.268209 -0.198055  48.0623216566 -124.1408754470   284.67875
P403 11DEC31 2011.9973 55926 1668 6 -124.1  -3046 -0.501778   5325357  0.371036   284  0.674683  0.0083 0.000718 0.001002 0.003185  0.036903 -0.210575 -0.147545  48.0623216836 -124.1408754385   284.67468
P403 12JAN01 2012.0000 55927 1669 0 -124.1  -3046 -0.500992   5325357  0.371862   284  0.672883  0.0083 0.000725 0.001005 0.003247  0.058926 -0.243121 -0.156502  48.0623216907 -124.1408754284   284.67288
P403 12JAN02 2012.0027 55928 1669 1 -124.1  -3046 -0.500704   5325357  0.368027   284  0.667449  0.0083 0.000725 0.001021 0.003251  0.080053 -0.224209 -0.165987  48.0623216559 -124.1408754250   284.66745
P403 12JAN03 2012.0055 55929 1669 2 -124.1  -3046 -0.502648   5325357  0.368919   284  0.668957  0.0083 0.000731 0.001003 0.003310  0.077559 -0.285036 -0.170002  48.0623216635 -124.1408754517   284.66896
P403 12JAN04 2012.0082 55930 1669 3 -124.1  -3046 -0.504310   5325357  0.364125   284  0.669290  0.0083 0.000740 0.001041 0.003374  0.047385 -0.260333 -0.136564  48.0623216201 -124.1408754744   284.66929
P403 12JAN05 2012.0110 55931 1669 4 -124.1  -3046 -0.503374   5325357  0.368023   284  0.672820  0.0083 0.000731 0.001012 0.003319  0.060205 -0.254593 -0.171938  48.0623216548 -124.1408754624   284.67282
P403 12JAN06 2012.0137 55932 1669 5 -124.1  -3046 -0.502138   5325357  0.372424   284  0.669749  0.0083 0.000726 0.000994 0.003261  0.080708 -0.268816 -0.174372  48.0623216940 -124.1408754464   284.66975
P403 12JAN07 2012.0164 55933 1669 6 -124.1  -3046 -0.502748   5325357  0.371952   284  0.666995  0.0083 0.000719 0.000981 0.003157  0.074111 -0.253984 -0.136812  48.0623216894 -124.1408754551   284.66699
P403 12JAN08 2012.0192 55934 1670 0 -124.1  -3046 -0.500671   5325357  0.371626   284  0.670104  0.0083 0.000714 0.000996 0.003217  0.057820 -0.256184 -0.149640  48.0623216862 -124.1408754277   284.67010
P403 12JAN09 2012.0219 55935 1670 1 -124.1  -3046 -0.502529   5325357  0.371579   284  0.674130  0.0083 0.000738 0.001022 0.003289  0.047708 -0.215086 -0.188911  48.0623216854 -124.1408754531   284.67413
P403 12JAN10 2012.0246 55936 1670 2 -124.1  -3046 -0.501201   5325357  0.373428   284  0.668601  0.0083 0.000723 0.001015 0.003267  0.065591 -0.227208 -0.202555  48.0623217017 -124.1408754358   284.66860
P403 12JAN11 2012.0274 55937 1670 3 -124.1  -3046 -0.498759   5325357  0.372937   284  0.670351  0.0083 0.000709 0.000989 0.003162  0.058361 -0.239161 -0.155392  48.0623216969 -124.1408754036   284.67035
P403 12JAN12 2012.0301 55938 1670 4 -124.1  -3046 -0.498266   5325357  0.374197   284  0.674911  0.0083 0.000708 0.000998 0.003159  0.056960 -0.235069 -0.164635  48.0623217079 -124.1408753975   284.67491
P403 12JAN13 2012.0329 55939 1670 5 -124.1  -3046 -0.499068   5325357  0.373360   284  0.674073  0.0083 0.000719 0.001004 0.003204  0.043747 -0.228850 -0.159942  48.0623217000 -124.1408754088   284.67407
P403 12JAN14 2012.0356 55940 1670 6 -124.1  -3046 -0.499489   5325357  0.373867   284  0.670100  0.0083 0.000719 0.001018 0.003223  0.057779 -0.247402 -0.138096  48.0623217042 -124.1408754149   284.67010
P403 12JAN15 2012.0383 55941 1671 0 -124.1  -3046 -0.499125   5325357  0.373871   284  0.673363  0.0083 0.000697 0.000982 0.003036  0.057745 -0.219333 -0.116924  48.0623217039 -124.1408754105   284.67336
P403 12JAN16 2012.0411 55942 1671 1 -124.1  -3046 -0.501259   5325357  0.371803   284  0.677548  0.0083 0.000693 0.000984 0.003043  0.034162 -0.199692 -0.126634  48.0623216850 -124.1408754397   284.67755
P403 12JAN17 2012.0438 55943 1671 2 -124.1  -3046 -0.499150   5325357  0.372206   284  0.673102  0.0083 0.000721 0.000984 0.003144  0.062856 -0.228461 -0.138441  48.0623216882 -124.1408754119   284.67310
P403 12JAN18 2012.0465 55944 1671 3 -124.1  -3046 -0.499545   5325357  0.373847   284  0.679247  0.0083 0.000702 0.000989 0.003094  0.054471 -0.243836 -0.132877  48.0623217027 -124.1408754177   284.67925
P403 12JAN19 2012.0493 55945 1671 4 -124.1  -3046 -0.499947   5325357  0.373983   284  0.680409  0.0083 0.000691 0.000981 0.003056  0.039878 -0.215804 -0.158651  48.0623217035 -124.1408754236   284.68041
P403 12JAN20 2012.0520 55946 1671 5 -124.1  -3046 -0.500984   5325357  0.371620   284  0.685223  0.0083 0.000712 0.001005 0.003271  0.065081 -0.276409 -0.195448  48.0623216819 -124.1408754380   284.68522
P403 12JAN21 2012.0548 55947 1671 6 -124.1  -3046 -0.501335   5325357  0.370424   284  0.685634  0.0083 0.000731 0.001010 0.003305  0.063729 -0.269763 -0.145358  48.0623216708 -124.1408754432   284.68563
P403 12JAN22 2012.0575 55948 1672 0 -124.1  -3046 -0.500879   5325357  0.368925   284  0.675493  0.0083 0.000741 0.001015 0.003348  0.091512 -0.282405 -0.165563  48.0623216570 -124.1408754376   284.67549
P403 12JAN23 2012.0602 55949 1672 1 -124.1  -3046 -0.502038   5325357  0.371941   284  0.679486  0.0083 0.000740 0.001017 0.003380  0.060086 -0.279736 -0.183031  48.0623216838 -124.1408754537   284.67949
P403 12JAN24 2012.0630 55950 1672 2 -124.1  -3046 -0.500914   5325357  0.371574   284  0.677117  0.0083 0.000735 0.001005 0.003303  0.077053 -0.286100 -0.178605  48.0623216801 -124.1408754391   284.67712
P403 12JAN25 2012.0657 55951 1672 3 -124.1  -3046 -0.501214   5325357  0.369330   284  0.675114  0.0083 0.000747 0.001026 0.003398  0.070633 -0.267721 -0.194604  48.0623216596 -124.1408754436   284.67511
P403 12JAN26 2012.0684 55952 1672 4 -124.1  -3046 -0.500179   5325357  0.373154   284  0.672390  0.0083 0.000718 0.000994 0.003167  0.080031 -0.254781 -0.140737  48.0623216936 -124.1408754303   284.67239
P403 12JAN27 2012.0712 55953 1672 5 -124.1  -3046 -0.498522   5325357  0.373860   284  0.669934  0.0083 0.000722 0.001003 0.003266  0.075003 -0.264173 -0.188670  48.0623216996 -124.1408754086   284.66993
P403 12JAN28 2012.0739 55954 1672 6 -124.1  -3046 -0.498382   5325357  0.375166   284  0.675450  0.0083 0.000714 0.000989 0.003164  0.067441 -0.238717 -0.161368  48.0623217110 -124.1408754072   284.67545
P403 12JAN29 2012.0767 55955 1673 0 -124.1  -3046 -0.499447   5325357  0.370893   284  0.672370  0.0083 0.000731 0.000995 0.003301  0.072575 -0.286540 -0.178509  48.0623216723 -124.1408754220   284.67237
P403 12JAN30 2012.0794 55956 1673 1 -124.1  -3046 -0.499854   5325357  0.372174   284  0.678686  0.0083 0.000726 0.000994 0.003271  0.072032 -0.263618 -0.188251  48.0623216834 -124.1408754280   284.67869
P403 12JAN31 2012.0821 55957 1673 2 -124.1  -3046 -0.500688   5325357  0.372701   284  0.677990  0.0083 0.000716 0.000993 0.003195  0.059275 -0.269116 -0.160882  48.0623216878 -124.1408754396   284.67799
P403 12FEB01 2012.0849 55958 1673 3 -124.1  -3046 -0.497388   5325357  0.375157   284  0.678832  0.0083 0.000723 0.000988 0.003255  0.075093 -0.271550 -0.176092  48.0623217095 -124.1408753959   284.67883
P403 12FEB02 2012.0876 55959 1673 4 -124.1  -3046 -0.498695   5325357  0.376098   284  0.672629  0.0083 0.000711 0.000982 0.003176  0.069243 -0.270688 -0.155074  48.0623217177 -124.1408754140   284.67263
P403 12FEB03 2012.0903 55960 1673 5 -124.1  -3046 -0.497887   5325357  0.375712   284  0.668176  0.0083 0.000715 0.001007 0.003207  0.065055 -0.239349 -0.174869  48.0623217139 -124.1408754036   284.66818
P403 12FEB04 2012.0931 55961 1673 6 -124.1  -3046 -0.497996   5325357  0.376012   284  0.670448  0.0083 0.000709 0.000976 0.003135  0.063456 -0.260134 -0.156722  48.0623217162 -124.1408754056   284.67045
P403 12FEB05 2012.0958 55962 1674 0 -124.1  -3046 -0.498581   5325357  0.374281   284  0.668307  0.0083 0.000719 0.000993 0.003168  0.061419 -0.235968 -0.148624  48.0623217003 -124.1408754139   284.66831
P403 12FEB06 2012.0986 55963 1674 1 -124.1  -3046 -0.497440   5325357  0.373687   284  0.668129  0.0083 0.000709 0.000995 0.003203  0.043868 -0.234568 -0.194157  48.0623216946 -124.1408753992   284.66813
P403 12FEB07 2012.1013 55964 1674 2 -124.1  -3046 -0.499163   5325357  0.375561   284  0.667046  0.0083 0.000717 0.001013 0.003233  0.063555 -0.234939 -0.156138  48.0623217111 -124.1408754228   284.66705
P403 12FEB08 2012.1040 55965 1674 3 -124.1  -3046 -0.500392   5325357  0.375224   284  0.668725  0.0083 0.000725 0.000998 0.003228  0.071016 -0.258122 -0.158490  48.0623217077 -124.1408754398   284.66873
P403 12FEB09 2012.1068 55966 1674 4 -124.1  -3046 -0.501279   5325357  0.374217   284  0.674766  0.0083 0.000737 0.001016 0.003298  0.071234 -0.248118 -0.174750  48.0623216983 -124.1408754522   284.67477
P403 12FEB10 2012.1095 55967 1674 5 -124.1  -3046 -0.500172   5325357  0.376611   284  0.672602  0.0083 0.000727 0.001000 0.003178  0.070316 -0.229417 -0.148056  48.0623217195 -124.1408754379   284.67260
P403 12FEB11 2012.1123 55968 1674 6 -124.1  -3046 -0.498875   5325357  0.374337   284  0.670943  0.0083 0.000722 0.000998 0.003189  0.080531 -0.238825 -0.132177  48.0623216987 -124.1408754210   284.67094
P403 12FEB12 2012.1150 55969 1675 0 -124.1  -3046 -0.500566   5325357  0.373758   284  0.671938  0.0083 0.000720 0.001000 0.003204  0.067210 -0.256190 -0.170991  48.0623216931 -124.1408754441   284.67194
P403 12FEB13 2012.1177 55970 1675 1 -124.1  -3046 -0.501955   5325357  0.374651   284  0.673387  0.0083 0.000722 0.001004 0.003172  0.077586 -0.249586 -0.148305  48.0623217008 -124.1408754633   284.67339
P403 12FEB14 2012.1205 55971 1675 2 -124.1  -3046 -0.501573   5325357  0.374194   284  0.675567  0.0083 0.000717 0.001007 0.003182  0.064183 -0.223808 -0.162359  48.0623216964 -124.1408754587   284.67557
P403 12FEB15 2012.1232 55972 1675 3 -124.1  -3046 -0.500395   5325357  0.376245   284  0.673169  0.0083 0.000734 0.001017 0.003283  0.059451 -0.239928 -0.201949  48.0623217145 -124.1408754434   284.67317
P403 12FEB16 2012.1259 55973 1675 4 -124.1  -3046 -0.499216   5325357  0.375311   284  0.668481  0.0083 0.000733 0.001017 0.003230  0.080983 -0.253709 -0.131101  48.0623217057 -124.1408754281   284.66848
P403 12FEB17 2012.1287 55974 1675 5 -124.1  -3046 -0.500369   5325357  0.374906   284  0.666508  0.0083 0.000729 0.001001 0.003259  0.076886 -0.281496 -0.154876  48.0623217017 -124.1408754441   284.66651
P403 12FEB18 2012.1314 55975 1675 6 -124.1  -3046 -0.500873   5325357  0.372269   284  0.670396  0.0083 0.000725 0.001022 0.003209  0.080418 -0.239330 -0.168005  48.0623216777 -124.1408754513   284.67040
P403 12FEB19 2012.1342 55976 1676 0 -124.1  -3046 -0.501058   5325357  0.376150   284  0.675239  0.0083 0.000739 0.001035 0.003378  0.080401 -0.273971 -0.191395  48.0623217122 -124.1408754543   284.67524
P403 12FEB20 2012.1369 55977 1676 1 -124.1  -3046 -0.499440   5325357  0.377086   284  0.671952  0.0083 0.000722 0.001016 0.003240  0.055945 -0.229982 -0.194004  48.0623217203 -124.1408754331   284.67195
P403 12FEB21 2012.1396 55978 1676 2 -124.1  -3046 -0.499306   5325357  0.374802   284  0.672389  0.0083 0.000755 0.001040 0.003380  0.088716 -0.248164 -0.180130  48.0623216994 -124.1408754318   284.67239
P403 12FEB22 2012.1424 55979 1676 3 -124.1  -3046 -0.502732   5325357  0.372517   284  0.671424  0.0083 0.000747 0.001053 0.003367  0.079182 -0.258258 -0.176498  48.0623216785 -124.1408754783   284.67142
P403 12FEB23 2012.1451 55980 1676 4 -124.1  -3046 -0.501203   5325357  0.375072   284  0.671038  0.0083 0.000730 0.001016 0.003234  0.070096 -0.246397 -0.148658  48.0623217011 -124.1408754583   284.67104
P403 12FEB24 2012.1478 55981 1676 5 -124.1  -3046 -0.502090   5325357  0.373897   284  0.668122  0.0083 0.000725 0.001004 0.003265  0.061712 -0.267152 -0.142422  48.0623216902 -124.1408754707   284.66812
P403 12FEB25 2012.1506 55982 1676 6 -124.1  -3046 -0.499291   5325357  0.373263   284  0.664040  0.0083 0.000727 0.001003 0.003258  0.089855 -0.259525 -0.162154  48.0623216842 -124.1408754337   284.66404
P403 12FEB26 2012.1533 55983 1677 0 -124.1  -3046 -0.500201   5325357  0.374025   284  0.670190  0.0083 0.000710 0.000995 0.003178  0.073989 -0.251657 -0.164638  48.0623216907 -124.1408754464   284.67019
P403 12FEB27 2012.1561 55984 1677 1 -124.1  -3046 -0.499520   5325357  0.374285   284  0.666912  0.0083 0.000718 0.001032 0.003254  0.053379 -0.263056 -0.106557  48.0623216926 -124.1408754378   284.66691
P403 12FEB28 2012.1588 55985 1677 2 -124.1  -3046 -0.501628   5325357  0.375214   284  0.675061  0.0083 0.000719 0.001019 0.003255  0.064786 -0.263074 -0.109108  48.0623217007 -124.1408754666   284.67506
P403 12FEB29 2012.1615 55986 1677 3 -124.1  -3046 -0.502414   5325357  0.372241   284  0.670660  0.0083 0.000724 0.001007 0.003212  0.078052 -0.245682 -0.150434  48.0623216736 -124.1408754776   284.67066
P403 12MAR01 2012.1643 55987 1677 4 -124.1  -3046 -0.500377   5325357  0.375821   284  0.661591  0.0083 0.000742 0.001017 0.003318  0.086010 -0.296463 -0.170778  48.0623217054 -124.1408754508   284.66159
P403 12MAR02 2012.1670 55988 1677 5 -124.1  -3046 -0.501170   5325357  0.375878   284  0.670668  0.0083 0.000736 0.001006 0.003308  0.085287 -0.282246 -0.178975  48.0623217056 -124.1408754619   284.67067
P403 12MAR03 2012.1697 55989 1677 6 -124.1  -3046 -0.500713   5325357  0.374986   284  0.669637  0.0083 0.000710 0.000982 0.003191  0.077719 -0.263216 -0.162094  48.0623216972 -124.1408754563   284.66964
P403 12MAR04 2012.1725 55990 1678 0 -124.1  -3046 -0.500947   5325357  0.376962   284  0.671697  0.0083 0.000717 0.001002 0.003222  0.081256 -0.256466 -0.162971  48.0623217146 -124.1408754600   284.67170
P403 12MAR05 2012.1752 55991 1678 1 -124.1  -3046 -0.501778   5325357  0.375593   284  0.673436  0.0083 0.000726 0.001031 0.003334  0.066512 -0.272471 -0.149357  48.0623217020 -124.1408754716   284.67344
P403 12MAR06 2012.1780 55992 1678 2 -124.1  -3046 -0.503332   5325357  0.378064   284  0.671719  0.0083 0.000718 0.001005 0.003239  0.065957 -0.258932 -0.117236  48.0623217238 -124.1408754930   284.67172
P403 12MAR07 2012.1807 55993 1678 3 -124.1  -3046 -0.499724   5325357  0.377233   284  0.671257  0.0083 0.000789 0.001133 0.003602  0.063356 -0.273792 -0.241353  48.0623217160 -124.1408754451   284.67126
P403 12MAR08 2012.1834 55994 1678 4 -124.1  -3046 -0.500961   5325357  0.376215   284  0.660210  0.0083 0.000719 0.001012 0.003236  0.057689 -0.241900 -0.164161  48.0623217065 -124.1408754622   284.66021
P403 12MAR09 2012.1862 55995 1678 5 -124.1  -3046 -0.500896   5325357  0.376712   284  0.671105  0.0083 0.000817 0.001182 0.003737  0.143395 -0.291328 -0.229800  48.0623217106 -124.1408754619   284.67111
P403 12MAR10 2012.1889 55996 1678 6 -124.1  -3046 -0.500650   5325357  0.376503   284  0.671521  0.0083 0.000717 0.001018 0.003209  0.064848 -0.266431 -0.152439  48.0623217084 -124.1408754590   284.67152
P403 12MAR11 2012.1916 55997 1679 0 -124.1  -3046 -0.501987   5325357  0.370565   284  0.667185  0.0083 0.000734 0.001029 0.003349  0.061023 -0.269170 -0.197628  48.0623216547 -124.1408754775   284.66719
P403 12MAR12 2012.1944 55998 1679 1 -124.1  -3046 -0.501968   5325357  0.372933   284  0.672628  0.0083 0.000734 0.001047 0.003396  0.072659 -0.289936 -0.192260  48.0623216756 -124.1408754777   284.67263
P403 12MAR13 2012.1971 55999 1679 2 -124.1  -3046 -0.501823   5325357  0.371932   284  0.665733  0.0083 0.000728 0.001013 0.003295  0.058028 -0.259272 -0.172880  48.0623216663 -124.1408754763   284.66573
P403 12MAR14 2012.1999 56000 1679 3 -124.1  -3046 -0.500313   5325357  0.375553   284  0.667025  0.0083 0.000717 0.001013 0.003226  0.036240 -0.233914 -0.156089  48.0623216985 -124.1408754566   284.66703
P403 12MAR15 2012.2026 56001 1679 4 -124.1  -3046 -0.499905   5325357  0.374539   284  0.666098  0.0083 0.000741 0.001018 0.003417  0.088999 -0.296274 -0.177869  48.0623216890 -124.1408754516   284.66610
P403 12MAR16 2012.2053 56002 1679 5 -124.1  -3046 -0.499386   5325357  0.375405   284  0.667807  0.0083 0.000737 0.001018 0.003331  0.070591 -0.275017 -0.138412  48.0623216965 -124.1408754451   284.66781
P403 12MAR17 2012.2081 56003 1679 6 -124.1  -3046 -0.498268   5325357  0.378947   284  0.668743  0.0083 0.000737 0.001028 0.003288  0.074636 -0.257240 -0.154694  48.0623217280 -124.1408754307   284.66874
P403 12MAR18 2012.2108 56004 1680 0 -124.1  -3046 -0.499585   5325357  0.376501   284  0.671463  0.0083 0.000737 0.001038 0.003289  0.051516 -0.249006 -0.155218  48.0623217056 -124.1408754489   284.67146
